,date,open,high,low,close,volume,s,tic
355,2020-06-09,902.26,904.89,898.87,899.43,450504980,ok,VNINDEX
356,2020-06-10,898.78,902.69,890.3,900.0,514286390,ok,VNINDEX
357,2020-06-11,900.48,903.7,867.37,867.37,665612130,ok,VNINDEX
358,2020-06-12,841.85,863.52,841.44,863.52,582432110,ok,VNINDEX
359,2020-06-15,867.52,868.16,832.47,832.47,470372440,ok,VNINDEX
360,2020-06-16,848.86,858.7,844.67,856.13,359812660,ok,VNINDEX
361,2020-06-17,861.05,861.05,852.27,854.44,311400140,ok,VNINDEX
362,2020-06-18,850.92,858.03,847.49,855.27,234958560,ok,VNINDEX
363,2020-06-19,857.77,868.56,857.77,868.56,372261840,ok,VNINDEX
364,2020-06-22,871.56,872.94,867.37,871.28,330561410,ok,VNINDEX
365,2020-06-23,871.12,873.2,864.02,868.2,400635460,ok,VNINDEX
366,2020-06-24,868.56,873.13,857.58,859.71,340026770,ok,VNINDEX
367,2020-06-25,851.09,856.23,849.65,854.59,285078310,ok,VNINDEX
368,2020-06-26,859.07,862.59,850.66,851.98,258644960,ok,VNINDEX
369,2020-06-29,846.26,846.53,826.0,829.36,335622750,ok,VNINDEX
370,2020-06-30,836.72,840.31,821.92,825.11,308543890,ok,VNINDEX
371,2020-07-01,827.67,844.26,826.38,843.49,251635370,ok,VNINDEX
372,2020-07-02,845.66,845.66,838.48,842.38,190900470,ok,VNINDEX
373,2020-07-03,845.26,848.16,843.25,847.61,172688260,ok,VNINDEX
374,2020-07-06,851.47,861.85,850.04,861.16,194421760,ok,VNINDEX
375,2020-07-07,865.46,870.63,863.42,863.42,284435650,ok,VNINDEX
376,2020-07-08,861.75,865.58,859.98,864.5,184014420,ok,VNINDEX
377,2020-07-09,867.66,878.36,867.45,876.46,259149310,ok,VNINDEX
378,2020-07-10,873.7,878.53,867.59,871.21,254910040,ok,VNINDEX
379,2020-07-13,874.85,876.83,866.99,868.72,203912630,ok,VNINDEX
380,2020-07-14,865.01,868.11,860.28,868.11,204647390,ok,VNINDEX
381,2020-07-15,872.8,876.69,869.91,869.91,223490580,ok,VNINDEX
382,2020-07-16,871.81,876.83,869.25,876.83,220943960,ok,VNINDEX
383,2020-07-17,873.48,875.07,871.89,872.02,238997770,ok,VNINDEX
384,2020-07-20,870.66,871.64,861.4,861.4,256105460,ok,VNINDEX
385,2020-07-21,863.94,864.7,856.94,861.69,216046880,ok,VNINDEX
386,2020-07-22,862.8,864.0,854.97,855.08,207218280,ok,VNINDEX
387,2020-07-23,854.92,857.22,851.97,856.75,221114760,ok,VNINDEX
388,2020-07-24,854.23,854.57,816.65,829.16,436845540,ok,VNINDEX
389,2020-07-27,794.14,808.74,780.64,785.17,374271440,ok,VNINDEX
390,2020-07-28,786.72,814.4,786.67,813.36,310645950,ok,VNINDEX
391,2020-07-29,800.39,800.39,779.82,790.84,311001410,ok,VNINDEX
392,2020-07-30,796.22,802.97,794.88,801.13,163227530,ok,VNINDEX
393,2020-07-31,787.78,803.55,786.98,798.39,219670740,ok,VNINDEX
394,2020-08-03,796.86,814.84,796.47,814.65,244789940,ok,VNINDEX
395,2020-08-04,822.86,827.57,820.2,827.57,251465920,ok,VNINDEX
396,2020-08-05,827.54,839.52,820.74,837.8,264841620,ok,VNINDEX
397,2020-08-06,838.01,844.16,833.56,840.04,233729360,ok,VNINDEX
398,2020-08-07,840.65,844.33,836.84,841.46,230026640,ok,VNINDEX
399,2020-08-10,845.11,849.52,843.2,843.2,277423110,ok,VNINDEX
400,2020-08-11,847.61,847.61,840.35,843.08,226765520,ok,VNINDEX
401,2020-08-12,844.19,848.54,842.88,846.92,238422860,ok,VNINDEX
402,2020-08-13,849.96,855.19,849.86,855.05,236129250,ok,VNINDEX
403,2020-08-14,854.29,860.32,848.38,850.74,285091480,ok,VNINDEX
404,2020-08-17,848.08,852.05,841.62,850.15,215893300,ok,VNINDEX
405,2020-08-18,850.27,851.06,845.0,846.43,183415680,ok,VNINDEX
406,2020-08-19,847.19,853.15,846.22,851.21,214883630,ok,VNINDEX
407,2020-08-20,851.21,856.99,847.44,848.21,232011660,ok,VNINDEX
408,2020-08-21,848.21,856.45,848.21,854.78,262789870,ok,VNINDEX
409,2020-08-24,860.35,868.68,860.35,868.68,345727410,ok,VNINDEX
410,2020-08-25,870.92,877.57,870.92,874.12,342448420,ok,VNINDEX
411,2020-08-26,873.62,876.97,871.78,873.47,320824630,ok,VNINDEX
412,2020-08-27,872.38,875.71,871.93,874.71,279106260,ok,VNINDEX
413,2020-08-28,878.79,885.86,877.7,878.98,328738170,ok,VNINDEX
414,2020-08-31,882.13,888.44,879.26,881.65,333312960,ok,VNINDEX
415,2020-09-01,882.4,892.51,880.79,891.73,285412810,ok,VNINDEX
416,2020-09-03,898.25,904.32,896.26,903.97,323223440,ok,VNINDEX
417,2020-09-04,896.02,903.11,893.86,901.54,316184660,ok,VNINDEX
418,2020-09-07,903.85,905.8,888.25,888.25,382825000,ok,VNINDEX
419,2020-09-08,891.61,894.58,884.88,890.14,266880030,ok,VNINDEX
420,2020-09-09,883.68,892.4,881.57,889.32,282232270,ok,VNINDEX
421,2020-09-10,895.29,896.78,888.82,888.82,283019010,ok,VNINDEX
422,2020-09-11,886.21,890.98,884.67,888.97,269585440,ok,VNINDEX
423,2020-09-14,891.89,895.31,891.89,894.57,318768720,ok,VNINDEX
424,2020-09-15,896.61,898.74,894.66,896.26,343362100,ok,VNINDEX
425,2020-09-16,897.43,897.58,894.63,897.47,262872740,ok,VNINDEX
426,2020-09-17,897.47,899.41,890.93,894.04,371114920,ok,VNINDEX
427,2020-09-18,896.08,902.11,895.82,900.95,303725090,ok,VNINDEX
428,2020-09-21,904.5,909.78,904.5,907.94,349431690,ok,VNINDEX
429,2020-09-22,905.9,909.69,902.47,906.19,367748340,ok,VNINDEX
430,2020-09-23,908.97,913.52,908.97,912.5,324674020,ok,VNINDEX
431,2020-09-24,910.53,914.51,907.32,908.58,357987680,ok,VNINDEX
432,2020-09-25,910.78,911.3,905.56,908.27,326126870,ok,VNINDEX
433,2020-09-28,911.2,913.6,910.04,912.5,378529100,ok,VNINDEX
434,2020-09-29,916.63,917.49,903.98,903.98,438172690,ok,VNINDEX
435,2020-09-30,904.34,907.0,900.74,905.21,310162690,ok,VNINDEX
436,2020-10-01,910.13,914.09,909.13,914.09,330218020,ok,VNINDEX
437,2020-10-02,915.62,916.67,897.72,909.91,501297560,ok,VNINDEX
438,2020-10-05,913.77,915.55,909.91,914.68,420759580,ok,VNINDEX
439,2020-10-06,918.11,918.93,912.77,915.67,472545310,ok,VNINDEX
440,2020-10-07,913.62,923.57,912.69,919.72,496266530,ok,VNINDEX
441,2020-10-08,922.08,922.08,913.89,918.84,446311540,ok,VNINDEX
442,2020-10-09,919.48,924.0,917.7,924.0,343796560,ok,VNINDEX
443,2020-10-12,930.78,933.13,923.28,925.83,414162820,ok,VNINDEX
444,2020-10-13,926.76,930.96,923.78,929.86,322972210,ok,VNINDEX
445,2020-10-14,931.89,940.18,929.86,940.18,386750560,ok,VNINDEX
446,2020-10-15,945.28,945.93,938.7,942.76,439631740,ok,VNINDEX
447,2020-10-16,944.03,946.23,935.98,943.3,395580380,ok,VNINDEX
448,2020-10-19,945.01,946.29,941.92,943.69,353154450,ok,VNINDEX
449,2020-10-20,941.0,944.54,937.32,944.42,385659020,ok,VNINDEX
450,2020-10-21,947.16,948.2,939.0,939.03,372347380,ok,VNINDEX
451,2020-10-22,938.06,949.9,933.78,949.9,316297780,ok,VNINDEX
452,2020-10-23,953.45,961.26,953.14,961.26,392430900,ok,VNINDEX
453,2020-10-26,967.52,970.15,950.8,950.8,404773940,ok,VNINDEX
454,2020-10-27,952.61,954.72,946.28,946.47,414913610,ok,VNINDEX
455,2020-10-28,942.82,946.91,921.05,921.05,433068340,ok,VNINDEX
456,2020-10-29,916.49,925.84,914.33,919.08,355910070,ok,VNINDEX
457,2020-10-30,925.41,926.32,911.2,925.47,297619160,ok,VNINDEX
458,2020-11-02,926.09,933.68,924.14,933.68,273082480,ok,VNINDEX
459,2020-11-03,936.73,937.57,932.18,935.41,302847830,ok,VNINDEX
460,2020-11-04,937.62,943.56,933.86,939.76,327410490,ok,VNINDEX
461,2020-11-05,940.32,945.51,937.75,937.75,270446750,ok,VNINDEX
462,2020-11-06,939.73,941.2,934.63,938.29,249258850,ok,VNINDEX
463,2020-11-09,942.15,951.99,942.15,951.99,369592050,ok,VNINDEX
464,2020-11-10,962.68,963.47,951.9,951.9,422041040,ok,VNINDEX
465,2020-11-11,954.46,956.65,947.61,952.22,353735780,ok,VNINDEX
466,2020-11-12,953.97,959.28,953.62,959.28,320081130,ok,VNINDEX
467,2020-11-13,959.56,966.29,959.13,966.29,419678370,ok,VNINDEX
468,2020-11-16,970.11,972.98,950.5,950.79,484179810,ok,VNINDEX
469,2020-11-17,955.52,968.9,953.22,968.9,371415910,ok,VNINDEX
470,2020-11-18,969.48,974.3,966.32,973.53,446206150,ok,VNINDEX
471,2020-11-19,975.32,983.26,974.33,983.26,473474550,ok,VNINDEX
472,2020-11-20,984.71,990.0,980.72,990.0,471526920,ok,VNINDEX
473,2020-11-23,991.87,995.9,985.38,994.19,450110750,ok,VNINDEX
474,2020-11-24,996.55,997.99,984.92,995.76,511566140,ok,VNINDEX
475,2020-11-25,1000.39,1002.31,996.8,999.94,445346780,ok,VNINDEX
476,2020-11-26,999.24,1005.97,994.91,1005.97,411338400,ok,VNINDEX
477,2020-11-27,1006.68,1010.22,1004.0,1010.22,381723340,ok,VNINDEX
478,2020-11-30,1011.82,1012.5,1002.61,1003.08,450045450,ok,VNINDEX
479,2020-12-01,988.71,1008.87,988.71,1008.87,536207660,ok,VNINDEX
480,2020-12-02,1008.77,1015.86,1007.91,1014.32,484658120,ok,VNINDEX
481,2020-12-03,1016.73,1020.35,1014.06,1019.8,496771120,ok,VNINDEX
482,2020-12-04,1020.49,1025.17,1018.67,1021.49,527019060,ok,VNINDEX
483,2020-12-07,1024.34,1030.41,1022.14,1029.98,473554480,ok,VNINDEX
484,2020-12-08,1030.88,1032.58,1025.63,1029.26,501250780,ok,VNINDEX
485,2020-12-09,1031.19,1039.55,1030.24,1039.13,554755640,ok,VNINDEX
486,2020-12-10,1041.65,1044.1,1030.91,1030.91,566339280,ok,VNINDEX
487,2020-12-11,1033.19,1045.96,1030.06,1045.96,413852370,ok,VNINDEX
488,2020-12-14,1048.97,1064.09,1048.97,1064.09,506310660,ok,VNINDEX
489,2020-12-15,1062.02,1067.45,1052.01,1055.27,621133560,ok,VNINDEX
490,2020-12-16,1058.34,1066.99,1057.21,1066.99,556546890,ok,VNINDEX
491,2020-12-17,1065.85,1066.99,1051.42,1051.77,634682600,ok,VNINDEX
492,2020-12-18,1055.75,1068.56,1055.75,1067.46,560068250,ok,VNINDEX
493,2020-12-21,1071.62,1081.6,1070.86,1081.08,660479750,ok,VNINDEX
494,2020-12-22,1081.85,1084.23,1077.06,1083.45,695860800,ok,VNINDEX
495,2020-12-23,1087.89,1094.09,1077.92,1078.9,742856110,ok,VNINDEX
496,2020-12-24,1083.83,1084.76,1046.89,1067.52,686557640,ok,VNINDEX
497,2020-12-25,1068.83,1084.42,1061.83,1084.42,592212900,ok,VNINDEX
498,2020-12-28,1094.37,1096.11,1083.9,1091.33,663869090,ok,VNINDEX
499,2020-12-29,1090.49,1102.79,1087.93,1099.49,618010510,ok,VNINDEX
500,2020-12-30,1099.78,1108.83,1094.91,1097.54,619802880,ok,VNINDEX
501,2020-12-31,1098.25,1105.33,1096.27,1103.87,500978800,ok,VNINDEX
502,2021-01-04,1113.77,1126.43,1113.59,1120.47,709701600,ok,VNINDEX
503,2021-01-05,1116.96,1133.16,1116.49,1132.55,710226500,ok,VNINDEX
504,2021-01-06,1139.12,1152.85,1133.7,1143.21,725414800,ok,VNINDEX
505,2021-01-07,1147.26,1156.49,1143.44,1156.49,719527100,ok,VNINDEX
506,2021-01-08,1164.1,1176.33,1160.48,1167.69,763095900,ok,VNINDEX
507,2021-01-11,1176.47,1186.45,1175.0,1184.89,776321700,ok,VNINDEX
508,2021-01-12,1190.38,1192.28,1179.24,1192.28,683329700,ok,VNINDEX
509,2021-01-13,1197.32,1200.82,1183.18,1186.05,747161400,ok,VNINDEX
510,2021-01-14,1189.48,1190.5,1178.84,1187.4,737417900,ok,VNINDEX
511,2021-01-15,1188.84,1197.74,1188.84,1194.2,746215900,ok,VNINDEX
512,2021-01-18,1198.79,1200.85,1190.33,1191.94,711741000,ok,VNINDEX
513,2021-01-19,1189.91,1191.94,1117.17,1131.0,923105700,ok,VNINDEX
514,2021-01-20,1136.5,1142.48,1098.05,1134.68,802789200,ok,VNINDEX
515,2021-01-21,1146.86,1164.21,1132.66,1164.21,666008100,ok,VNINDEX
516,2021-01-22,1166.77,1175.72,1161.43,1166.78,716238000,ok,VNINDEX
517,2021-01-25,1164.2,1172.18,1162.8,1166.05,665737500,ok,VNINDEX
518,2021-01-26,1164.97,1166.05,1121.03,1136.12,743159100,ok,VNINDEX
519,2021-01-27,1122.41,1132.99,1088.86,1097.17,745071300,ok,VNINDEX
520,2021-01-28,1041.71,1052.16,1022.77,1023.94,698605600,ok,VNINDEX
521,2021-01-29,998.33,1076.11,998.33,1056.61,743995900,ok,VNINDEX
522,2021-02-01,1062.13,1074.52,1035.51,1035.51,588446500,ok,VNINDEX
523,2021-02-02,1036.95,1075.53,1029.36,1075.53,554905500,ok,VNINDEX
524,2021-02-03,1084.87,1113.24,1082.95,1111.29,635966100,ok,VNINDEX
525,2021-02-04,1112.97,1117.88,1098.85,1112.19,471356200,ok,VNINDEX
526,2021-02-05,1114.79,1126.91,1112.19,1126.91,458710000,ok,VNINDEX
527,2021-02-08,1127.06,1127.06,1075.1,1083.18,635387600,ok,VNINDEX
528,2021-02-09,1090.88,1114.93,1078.98,1114.93,490182000,ok,VNINDEX
529,2021-02-17,1127.46,1151.54,1127.46,1155.78,459215000,ok,VNINDEX
530,2021-02-18,1157.1,1174.38,1148.66,1174.38,585040700,ok,VNINDEX
531,2021-02-19,1160.65,1178.18,1157.6,1173.5,547575400,ok,VNINDEX
532,2021-02-22,1173.57,1182.67,1169.12,1175.04,571176900,ok,VNINDEX
533,2021-02-23,1174.57,1184.32,1168.32,1177.64,571704900,ok,VNINDEX
534,2021-02-24,1184.32,1185.58,1154.36,1162.01,572631700,ok,VNINDEX
535,2021-02-25,1169.97,1169.97,1155.74,1165.43,493051100,ok,VNINDEX
536,2021-02-26,1148.88,1169.28,1148.88,1168.47,528150000,ok,VNINDEX
537,2021-03-01,1176.93,1186.82,1174.45,1186.17,593011800,ok,VNINDEX
538,2021-03-02,1196.16,1196.16,1181.99,1186.61,533302200,ok,VNINDEX
539,2021-03-03,1184.73,1189.18,1180.25,1186.95,584537200,ok,VNINDEX
540,2021-03-04,1191.78,1191.9,1159.48,1168.52,629649100,ok,VNINDEX
541,2021-03-05,1164.19,1169.56,1155.6,1168.69,568265900,ok,VNINDEX
542,2021-03-08,1180.33,1181.25,1164.02,1168.27,627495500,ok,VNINDEX
543,2021-03-09,1160.96,1166.42,1150.94,1161.97,613096200,ok,VNINDEX
544,2021-03-10,1163.86,1170.59,1154.89,1170.08,569498400,ok,VNINDEX
545,2021-03-11,1180.31,1183.73,1176.49,1181.73,586252400,ok,VNINDEX
546,2021-03-12,1185.21,1186.52,1178.14,1181.56,595631800,ok,VNINDEX
547,2021-03-15,1183.89,1186.06,1178.8,1184.56,634609700,ok,VNINDEX
548,2021-03-16,1184.91,1184.91,1171.76,1179.9,629617900,ok,VNINDEX
549,2021-03-17,1178.64,1186.09,1176.26,1186.09,648766800,ok,VNINDEX
550,2021-03-18,1196.6,1200.94,1191.94,1200.94,570101600,ok,VNINDEX
551,2021-03-19,1195.47,1199.67,1191.96,1194.05,600925800,ok,VNINDEX
552,2021-03-22,1200.05,1200.21,1189.31,1194.43,626610700,ok,VNINDEX
553,2021-03-23,1190.28,1191.47,1177.1,1183.45,643583000,ok,VNINDEX
554,2021-03-24,1169.42,1174.2,1154.22,1161.81,649741100,ok,VNINDEX
555,2021-03-25,1164.41,1170.76,1154.44,1163.1,613916000,ok,VNINDEX
556,2021-03-26,1162.71,1165.76,1137.9,1162.21,630516500,ok,VNINDEX
557,2021-03-29,1169.65,1175.77,1165.78,1175.68,592790900,ok,VNINDEX
558,2021-03-30,1179.64,1187.29,1172.85,1186.36,707543000,ok,VNINDEX
559,2021-03-31,1187.44,1196.45,1186.4,1191.44,670504300,ok,VNINDEX
560,2021-04-01,1194.59,1217.26,1192.83,1216.1,637059200,ok,VNINDEX
561,2021-04-02,1225.76,1228.29,1221.07,1224.45,608762900,ok,VNINDEX
562,2021-04-05,1245.28,1245.28,1228.18,1236.05,635303500,ok,VNINDEX
563,2021-04-06,1233.37,1244.63,1231.14,1239.96,656481800,ok,VNINDEX
564,2021-04-07,1237.39,1242.38,1232.52,1242.38,676166500,ok,VNINDEX
565,2021-04-08,1246.4,1246.4,1232.26,1234.89,633566500,ok,VNINDEX
566,2021-04-09,1231.51,1234.98,1227.6,1231.66,655839000,ok,VNINDEX
567,2021-04-12,1236.79,1252.45,1232.35,1252.45,857647000,ok,VNINDEX
568,2021-04-13,1262.44,1268.02,1247.66,1248.33,977605500,ok,VNINDEX
569,2021-04-14,1240.9,1255.87,1233.01,1255.87,813503500,ok,VNINDEX
570,2021-04-15,1262.25,1265.87,1247.25,1247.25,771443700,ok,VNINDEX
571,2021-04-16,1245.06,1254.61,1227.14,1238.71,948989400,ok,VNINDEX
572,2021-04-19,1243.58,1260.58,1233.77,1260.58,773047000,ok,VNINDEX
573,2021-04-20,1267.74,1286.32,1261.28,1268.28,798483500,ok,VNINDEX
574,2021-04-22,1264.31,1271.98,1227.82,1227.82,732254600,ok,VNINDEX
575,2021-04-23,1227.18,1248.53,1216.15,1248.53,684222800,ok,VNINDEX
576,2021-04-26,1251.25,1251.25,1214.14,1215.77,685386500,ok,VNINDEX
577,2021-04-27,1213.84,1220.96,1204.14,1219.75,544650900,ok,VNINDEX
578,2021-04-28,1220.26,1230.91,1217.49,1229.55,589498400,ok,VNINDEX
579,2021-04-29,1234.91,1239.39,1231.25,1239.39,614232800,ok,VNINDEX
580,2021-05-04,1222.08,1242.8,1212.56,1242.2,712632600,ok,VNINDEX
581,2021-05-05,1244.69,1265.93,1242.2,1256.43,685433600,ok,VNINDEX
582,2021-05-06,1255.42,1261.49,1246.64,1250.57,672398700,ok,VNINDEX
583,2021-05-07,1245.48,1250.5,1231.92,1241.81,745215600,ok,VNINDEX
584,2021-05-10,1239.96,1259.58,1236.85,1259.58,732066300,ok,VNINDEX
585,2021-05-11,1265.11,1272.55,1256.04,1256.04,709535700,ok,VNINDEX
586,2021-05-12,1251.97,1269.09,1249.18,1269.09,664157900,ok,VNINDEX
587,2021-05-13,1262.98,1273.49,1261.99,1261.99,680368500,ok,VNINDEX
588,2021-05-14,1266.43,1271.45,1259.97,1266.36,679016500,ok,VNINDEX
589,2021-05-17,1272.55,1277.83,1258.5,1258.7,705839600,ok,VNINDEX
590,2021-05-18,1259.57,1262.22,1249.02,1252.68,661244600,ok,VNINDEX
591,2021-05-19,1254.78,1262.71,1250.58,1262.49,650916500,ok,VNINDEX
592,2021-05-20,1264.62,1278.22,1255.78,1278.22,706187900,ok,VNINDEX
593,2021-05-21,1272.84,1289.03,1268.46,1283.93,654126800,ok,VNINDEX
594,2021-05-24,1287.5,1299.83,1287.36,1297.98,670713100,ok,VNINDEX
595,2021-05-25,1299.19,1308.58,1297.23,1308.58,639370500,ok,VNINDEX
596,2021-05-26,1308.04,1317.3,1304.68,1316.7,676236800,ok,VNINDEX
597,2021-05-27,1318.42,1319.67,1299.99,1303.57,685085600,ok,VNINDEX
598,2021-05-28,1307.79,1323.09,1300.06,1320.46,722285600,ok,VNINDEX
599,2021-05-31,1326.65,1328.05,1307.56,1328.05,700319900,ok,VNINDEX
600,2021-06-01,1329.47,1346.34,1328.84,1337.78,600477200,ok,VNINDEX
601,2021-06-02,1330.99,1344.98,1330.82,1340.78,755624100,ok,VNINDEX
602,2021-06-03,1345.21,1366.0,1345.21,1364.28,856882400,ok,VNINDEX
603,2021-06-04,1367.06,1374.05,1360.42,1374.05,887731100,ok,VNINDEX
604,2021-06-07,1374.59,1375.74,1347.21,1358.78,840122900,ok,VNINDEX
605,2021-06-08,1355.36,1364.48,1318.11,1319.88,874573200,ok,VNINDEX
606,2021-06-09,1323.52,1339.14,1312.08,1332.9,769829300,ok,VNINDEX
607,2021-06-10,1332.9,1336.71,1317.49,1323.58,674214800,ok,VNINDEX
608,2021-06-11,1326.79,1352.47,1322.08,1351.74,705032900,ok,VNINDEX
609,2021-06-14,1352.73,1368.53,1352.73,1361.72,715610800,ok,VNINDEX
610,2021-06-15,1361.58,1372.72,1356.59,1367.36,706567000,ok,VNINDEX
611,2021-06-16,1363.85,1370.14,1350.73,1356.52,740320300,ok,VNINDEX
612,2021-06-17,1341.06,1365.55,1337.49,1359.92,712336800,ok,VNINDEX
613,2021-06-18,1366.19,1377.77,1363.52,1377.77,750587000,ok,VNINDEX
614,2021-06-21,1373.59,1381.74,1367.85,1372.63,731280000,ok,VNINDEX
615,2021-06-22,1380.84,1385.98,1375.0,1379.97,694747200,ok,VNINDEX
616,2021-06-23,1383.15,1388.33,1372.06,1376.87,644736300,ok,VNINDEX
617,2021-06-24,1376.87,1384.71,1372.99,1379.72,538103500,ok,VNINDEX
618,2021-06-25,1382.11,1390.12,1372.8,1390.12,518602200,ok,VNINDEX
619,2021-06-28,1397.96,1406.02,1390.56,1405.81,654617700,ok,VNINDEX
620,2021-06-29,1408.34,1416.34,1406.87,1410.04,609604200,ok,VNINDEX
621,2021-06-30,1410.83,1419.61,1408.18,1408.55,532318900,ok,VNINDEX
622,2021-07-01,1412.15,1417.27,1402.18,1417.08,699282500,ok,VNINDEX
623,2021-07-02,1422.89,1424.28,1415.82,1420.27,653610300,ok,VNINDEX
624,2021-07-05,1420.27,1421.52,1394.12,1411.13,743573700,ok,VNINDEX
625,2021-07-06,1412.93,1418.99,1354.79,1354.79,773512600,ok,VNINDEX
626,2021-07-07,1361.76,1388.55,1334.58,1388.55,733801300,ok,VNINDEX
627,2021-07-08,1381.11,1385.75,1363.92,1374.68,528832600,ok,VNINDEX
628,2021-07-09,1365.28,1373.51,1335.9,1347.14,713991100,ok,VNINDEX
629,2021-07-12,1338.11,1340.65,1270.06,1296.3,912737200,ok,VNINDEX
630,2021-07-13,1305.36,1307.73,1278.3,1297.54,500178900,ok,VNINDEX
631,2021-07-14,1297.54,1305.37,1264.68,1279.91,547973900,ok,VNINDEX
632,2021-07-15,1270.77,1299.18,1270.77,1293.92,419138600,ok,VNINDEX
633,2021-07-16,1298.38,1304.37,1296.06,1299.31,415120500,ok,VNINDEX
634,2021-07-19,1270.18,1276.55,1237.79,1243.51,675617000,ok,VNINDEX
635,2021-07-20,1243.51,1273.29,1225.52,1273.29,538794200,ok,VNINDEX
636,2021-07-21,1277.27,1284.33,1266.71,1270.79,395114300,ok,VNINDEX
637,2021-07-22,1270.79,1294.16,1266.54,1293.67,493258000,ok,VNINDEX
638,2021-07-23,1288.83,1295.63,1268.83,1268.83,550861800,ok,VNINDEX
639,2021-07-26,1268.83,1277.33,1254.57,1272.71,461081000,ok,VNINDEX
640,2021-07-27,1283.67,1288.35,1276.53,1276.93,519931600,ok,VNINDEX
641,2021-07-28,1273.48,1281.17,1271.78,1277.07,361912000,ok,VNINDEX
642,2021-07-29,1286.33,1293.6,1282.88,1293.6,445516100,ok,VNINDEX
643,2021-07-30,1298.01,1311.97,1296.95,1310.05,618748500,ok,VNINDEX
644,2021-08-02,1308.69,1322.35,1304.49,1314.22,586763000,ok,VNINDEX
645,2021-08-03,1316.15,1332.44,1315.57,1332.44,617967000,ok,VNINDEX
646,2021-08-04,1337.72,1340.76,1328.4,1334.74,626287700,ok,VNINDEX
647,2021-08-05,1331.14,1346.62,1326.8,1345.55,590429600,ok,VNINDEX
648,2021-08-06,1348.24,1351.85,1341.45,1341.45,682081800,ok,VNINDEX
649,2021-08-09,1337.78,1361.12,1334.69,1359.86,636278900,ok,VNINDEX
650,2021-08-10,1367.99,1370.35,1358.12,1362.43,677981600,ok,VNINDEX
651,2021-08-11,1365.05,1374.03,1357.79,1357.79,770571200,ok,VNINDEX
652,2021-08-12,1356.27,1365.01,1353.05,1353.05,716513500,ok,VNINDEX
653,2021-08-13,1352.56,1357.41,1336.74,1357.05,718718300,ok,VNINDEX
654,2021-08-16,1364.1,1372.33,1361.75,1370.96,798944800,ok,VNINDEX
655,2021-08-17,1377.7,1379.7,1359.11,1363.09,732378200,ok,VNINDEX
656,2021-08-18,1361.24,1370.5,1355.83,1360.94,641678400,ok,VNINDEX
657,2021-08-19,1360.61,1374.85,1352.94,1374.85,653254900,ok,VNINDEX
658,2021-08-20,1367.86,1369.39,1317.52,1329.43,1132838900,ok,VNINDEX
659,2021-08-23,1322.62,1327.04,1298.86,1298.86,768105500,ok,VNINDEX
660,2021-08-24,1304.0,1307.56,1289.16,1298.74,648543100,ok,VNINDEX
661,2021-08-25,1300.74,1310.16,1291.7,1309.55,481772400,ok,VNINDEX
662,2021-08-26,1313.36,1316.26,1295.77,1301.12,497853400,ok,VNINDEX
663,2021-08-27,1293.98,1313.2,1285.16,1313.2,658578200,ok,VNINDEX
664,2021-08-30,1323.39,1329.62,1318.76,1328.14,641161300,ok,VNINDEX
665,2021-08-31,1332.62,1336.14,1325.69,1331.47,712344100,ok,VNINDEX
666,2021-09-01,1328.54,1338.02,1328.26,1334.65,679730000,ok,VNINDEX
667,2021-09-06,1340.71,1348.36,1339.8,1346.39,889375400,ok,VNINDEX
668,2021-09-07,1349.13,1353.66,1340.32,1341.9,849578800,ok,VNINDEX
669,2021-09-08,1343.92,1344.49,1328.35,1333.61,596039700,ok,VNINDEX
670,2021-09-09,1333.61,1345.59,1332.67,1343.98,593520900,ok,VNINDEX
671,2021-09-10,1348.74,1350.43,1345.07,1345.31,559050700,ok,VNINDEX
672,2021-09-13,1348.07,1350.69,1340.5,1341.43,744228400,ok,VNINDEX
673,2021-09-14,1343.38,1349.13,1336.84,1339.7,692214900,ok,VNINDEX
674,2021-09-15,1338.11,1347.7,1334.97,1345.83,645625800,ok,VNINDEX
675,2021-09-16,1351.85,1353.12,1341.23,1345.87,570520600,ok,VNINDEX
676,2021-09-17,1347.66,1356.45,1347.13,1352.64,813151300,ok,VNINDEX
677,2021-09-20,1361.12,1365.92,1349.18,1350.48,852479800,ok,VNINDEX
678,2021-09-21,1335.96,1350.48,1324.82,1339.84,816979400,ok,VNINDEX
679,2021-09-22,1343.89,1350.71,1336.63,1350.68,727734800,ok,VNINDEX
680,2021-09-23,1357.65,1361.09,1350.43,1352.76,961252500,ok,VNINDEX
681,2021-09-24,1354.84,1356.97,1348.07,1351.17,627564000,ok,VNINDEX
682,2021-09-27,1353.39,1354.38,1324.99,1324.99,720860100,ok,VNINDEX
683,2021-09-28,1319.53,1341.81,1316.41,1339.31,584057900,ok,VNINDEX
684,2021-09-29,1338.8,1340.9,1328.17,1339.21,559164300,ok,VNINDEX
685,2021-09-30,1341.83,1348.89,1341.15,1342.06,438294600,ok,VNINDEX
686,2021-10-01,1339.68,1344.06,1332.97,1334.89,601963900,ok,VNINDEX
687,2021-10-04,1337.74,1347.49,1334.4,1339.54,700605800,ok,VNINDEX
688,2021-10-05,1345.43,1354.63,1343.48,1354.63,576701100,ok,VNINDEX
689,2021-10-06,1359.63,1362.82,1354.63,1362.82,594012900,ok,VNINDEX
690,2021-10-07,1365.54,1367.64,1360.57,1365.99,658670400,ok,VNINDEX
